dataset_name,sequence_name,Threshold AIDAqc Raters,Thresold Manual Raters,TP,TN,FP,FN,Total Count,Sensitivity-Recall,Specificity,Precision,Accuracy,F1 Score,,
117_m_Vr,anat,3,1,0,17,0,2,19,0,1,,0.894736842,0,,
117_m_Vr,anat,4,1,0,17,0,2,19,0,1,,0.894736842,0,,
117_m_Vr,anat,5,1,0,17,0,2,19,0,1,,0.894736842,0,,
7_h_He,anat,2,1,0,5,1,4,10,0,0.833333333,0,0.5,0,,
7_h_He,anat,2,2,0,6,1,3,10,0,0.857142857,0,0.6,0,,
7_m_Br,anat,3,3,0,22,1,1,24,0,0.956521739,0,0.916666667,0,,
7_h_He,anat,2,4,0,7,1,2,10,0,0.875,0,0.7,0,,
7_h_He,anat,3,1,0,6,0,4,10,0,1,,0.6,0,,
7_h_He,anat,3,2,0,7,0,3,10,0,1,,0.7,0,,
7_m_Bo,diff,1,2,0,21,7,7,35,0,0.75,0,0.6,0,,
7_m_Bo,diff,1,3,0,22,7,6,35,0,0.75862069,0,0.628571429,0,,
7_m_Bo,diff,2,3,0,26,3,6,35,0,0.896551724,0,0.742857143,0,,
7_m_Bo,diff,3,3,0,27,2,6,35,0,0.931034483,0,0.771428571,0,,
7_m_Bo,diff,2,2,0,25,3,7,35,0,0.892857143,0,0.714285714,0,,
7_m_Bo,diff,4,3,0,29,0,6,35,0,1,,0.828571429,0,,
7_m_Bo,diff,5,3,0,29,0,6,35,0,1,,0.828571429,0,,
7_m_Br,diff,1,3,0,34,6,3,43,0,0.85,0,0.790697674,0,,
7_m_Bo,diff,3,2,0,26,2,7,35,0,0.928571429,0,0.742857143,0,,
7_m_Br,diff,2,3,0,37,3,3,43,0,0.925,0,0.860465116,0,,
7_m_Br,diff,3,3,0,38,2,3,43,0,0.95,0,0.88372093,0,,
7_m_Br,diff,4,3,0,38,2,3,43,0,0.95,0,0.88372093,0,,
7_m_Bo,diff,4,1,0,17,0,18,35,0,1,,0.485714286,0,,
7_m_Bo,diff,4,2,0,28,0,7,35,0,1,,0.8,0,,
7_m_Br,diff,5,3,0,38,2,3,43,0,0.95,0,0.88372093,0,,
7_m_Bo,diff,5,1,0,17,0,18,35,0,1,,0.485714286,0,,
7_m_Bo,diff,5,2,0,28,0,7,35,0,1,,0.8,0,,
7_m_Lo,diff,2,4,0,28,2,6,36,0,0.933333333,0,0.777777778,0,,
117_m_Ra,func,4,1,0,79,3,28,110,0,0.963414634,0,0.718181818,0,,
117_m_Ra,func,4,2,0,97,3,10,110,0,0.97,0,0.881818182,0,,
117_m_Ra,func,4,3,0,102,3,5,110,0,0.971428571,0,0.927272727,0,,
117_m_Ra,func,5,1,0,82,0,28,110,0,1,,0.745454545,0,,
117_m_Ra,func,5,2,0,100,0,10,110,0,1,,0.909090909,0,,
117_m_Ra,func,5,3,0,105,0,5,110,0,1,,0.954545455,0,,
117_m_Vr,func,2,4,0,17,1,2,20,0,0.944444444,0,0.85,0,,
117_m_Vr,func,3,4,0,17,1,2,20,0,0.944444444,0,0.85,0,,
7_m_Br,anat,4,3,0,23,0,1,24,0,1,,0.958333333,0,,
7_h_He,anat,3,4,0,8,0,2,10,0,1,,0.8,0,,
7_h_He,anat,4,1,0,6,0,4,10,0,1,,0.6,0,,
7_h_He,anat,4,2,0,7,0,3,10,0,1,,0.7,0,,
7_m_Br,anat,5,3,0,23,0,1,24,0,1,,0.958333333,0,,
7_h_He,anat,4,4,0,8,0,2,10,0,1,,0.8,0,,
7_h_He,anat,5,1,0,6,0,4,10,0,1,,0.6,0,,
7_h_He,anat,5,2,0,7,0,3,10,0,1,,0.7,0,,
7_m_Lo,anat,1,3,0,106,2,2,110,0,0.981481481,0,0.963636364,0,,
7_h_He,anat,5,4,0,8,0,2,10,0,1,,0.8,0,,
7_m_Bo,anat,1,1,0,8,5,10,23,0,0.615384615,0,0.347826087,0,,
7_m_Lo,anat,2,3,0,106,2,2,110,0,0.981481481,0,0.963636364,0,,
7_m_Bo,anat,2,1,0,12,1,10,23,0,0.923076923,0,0.52173913,0,,
7_m_Lo,anat,3,3,0,108,0,2,110,0,1,,0.981818182,0,,
7_m_Bo,anat,3,1,0,13,0,10,23,0,1,,0.565217391,0,,
7_m_Bo,anat,4,1,0,13,0,10,23,0,1,,0.565217391,0,,
7_m_Bo,anat,5,1,0,13,0,10,23,0,1,,0.565217391,0,,
7_m_Lo,anat,4,3,0,108,0,2,110,0,1,,0.981818182,0,,
7_m_Lo,anat,5,3,0,108,0,2,110,0,1,,0.981818182,0,,
7_m_Br,anat,4,1,0,0,0,24,24,0,,,0,0,,
7_m_Lo,diff,3,3,0,24,0,12,36,0,1,,0.666666667,0,,
7_m_Lo,diff,3,4,0,30,0,6,36,0,1,,0.833333333,0,,
7_m_Lo,diff,4,3,0,24,0,12,36,0,1,,0.666666667,0,,
7_m_Lo,diff,4,4,0,30,0,6,36,0,1,,0.833333333,0,,
7_m_Lo,diff,5,3,0,24,0,12,36,0,1,,0.666666667,0,,
7_m_Lo,diff,5,4,0,30,0,6,36,0,1,,0.833333333,0,,
7_m_Se,diff,2,3,0,88,4,8,100,0,0.956521739,0,0.88,0,,
7_m_Se,diff,3,3,0,91,1,8,100,0,0.989130435,0,0.91,0,,
7_m_Se,diff,4,3,0,92,0,8,100,0,1,,0.92,0,,
7_m_Se,diff,5,3,0,92,0,8,100,0,1,,0.92,0,,
7_r_Se,diff,1,3,0,172,36,1,209,0,0.826923077,0,0.822966507,0,,
7_r_Se,diff,2,3,0,205,3,1,209,0,0.985576923,0,0.980861244,0,,
7_r_Se,diff,3,3,0,206,2,1,209,0,0.990384615,0,0.985645933,0,,
7_r_Se,diff,4,3,0,208,0,1,209,0,1,,0.995215311,0,,
7_r_Se,diff,5,3,0,208,0,1,209,0,1,,0.995215311,0,,
164_m_Ku,anat,2,4,0,408,18,36,462,0,0.957746479,0,0.883116883,0,,
164_m_Ku,anat,3,4,0,415,11,36,462,0,0.974178404,0,0.898268398,0,,
164_m_Ku,anat,4,4,0,421,5,36,462,0,0.988262911,0,0.911255411,0,,
164_m_Ku,anat,5,3,0,349,3,110,462,0,0.991477273,0,0.755411255,0,,
164_m_Ku,anat,5,4,0,423,3,36,462,0,0.992957746,0,0.915584416,0,,
7_m_Br,anat,4,2,0,19,0,5,24,0,1,,0.791666667,0,,
7_m_Mi,anat,2,3,0,66,3,7,76,0,0.956521739,0,0.868421053,0,,
7_m_Br,anat,5,1,0,0,0,24,24,0,,,0,0,,
7_m_Br,anat,5,2,0,19,0,5,24,0,1,,0.791666667,0,,
94c_m_As,diff,2,3,0,13,1,2,16,0,0.928571429,0,0.8125,0,,
94c_m_As,diff,3,3,0,13,1,2,16,0,0.928571429,0,0.8125,0,,
94c_m_As,diff,4,3,0,14,0,2,16,0,1,,0.875,0,,
94c_m_As,diff,5,3,0,14,0,2,16,0,1,,0.875,0,,
94_m_As,diff,1,4,0,9,4,1,14,0,0.692307692,0,0.642857143,0,,
94_m_As,diff,2,3,0,10,2,2,14,0,0.833333333,0,0.714285714,0,,
7_m_Ca,diff,3,1,0,12,0,6,18,0,1,,0.666666667,0,,
7_m_Ca,diff,4,1,0,12,0,6,18,0,1,,0.666666667,0,,
7_m_Ca,diff,5,1,0,12,0,6,18,0,1,,0.666666667,0,,
7_m_Mi,anat,3,3,0,66,3,7,76,0,0.956521739,0,0.868421053,0,,
7_m_Mi,anat,4,3,0,67,2,7,76,0,0.971014493,0,0.881578947,0,,
7_m_Ca,anat,2,1,0,12,0,8,20,0,1,,0.6,0,,
7_m_Ca,anat,2,2,0,15,0,5,20,0,1,,0.75,0,,
7_m_Ca,anat,3,1,0,12,0,8,20,0,1,,0.6,0,,
7_m_Ca,anat,3,2,0,15,0,5,20,0,1,,0.75,0,,
7_m_Ca,anat,4,1,0,12,0,8,20,0,1,,0.6,0,,
7_m_Ca,anat,4,2,0,15,0,5,20,0,1,,0.75,0,,
7_m_Ca,anat,5,1,0,12,0,8,20,0,1,,0.6,0,,
7_m_Ca,anat,5,2,0,15,0,5,20,0,1,,0.75,0,,
7_m_Lo,anat,1,2,0,96,2,12,110,0,0.979591837,0,0.872727273,0,,
7_m_Mi,anat,5,3,0,67,2,7,76,0,0.971014493,0,0.881578947,0,,
7_m_Lo,anat,2,2,0,96,2,12,110,0,0.979591837,0,0.872727273,0,,
7_m_St,anat,2,3,0,12,1,6,19,0,0.923076923,0,0.631578947,0,,
7_m_Lo,anat,3,1,0,82,0,28,110,0,1,,0.745454545,0,,
7_m_Lo,anat,3,2,0,98,0,12,110,0,1,,0.890909091,0,,
7_m_St,anat,3,3,0,12,1,6,19,0,0.923076923,0,0.631578947,0,,
7_m_Lo,anat,4,1,0,82,0,28,110,0,1,,0.745454545,0,,
7_m_Lo,anat,4,2,0,98,0,12,110,0,1,,0.890909091,0,,
94_m_As,diff,2,4,0,11,2,1,14,0,0.846153846,0,0.785714286,0,,
94_m_As,diff,3,3,0,12,0,2,14,0,1,,0.857142857,0,,
94_m_As,diff,3,4,0,13,0,1,14,0,1,,0.928571429,0,,
94_m_As,diff,4,3,0,12,0,2,14,0,1,,0.857142857,0,,
94_m_As,diff,4,4,0,13,0,1,14,0,1,,0.928571429,0,,
94_m_As,diff,5,3,0,12,0,2,14,0,1,,0.857142857,0,,
7_m_Lo,diff,3,1,0,12,0,24,36,0,1,,0.333333333,0,,
7_m_Lo,diff,3,2,0,20,0,16,36,0,1,,0.555555556,0,,
94_m_As,diff,5,4,0,13,0,1,14,0,1,,0.928571429,0,,
94_m_Va,diff,1,4,0,150,26,21,197,0,0.852272727,0,0.76142132,0,,
7_m_Lo,diff,4,1,0,12,0,24,36,0,1,,0.333333333,0,,
7_m_Lo,diff,4,2,0,20,0,16,36,0,1,,0.555555556,0,,
94_m_Va,diff,2,4,0,170,6,21,197,0,0.965909091,0,0.862944162,0,,
94_m_Va,diff,3,3,0,153,1,43,197,0,0.993506494,0,0.776649746,0,,
7_m_Lo,diff,5,1,0,12,0,24,36,0,1,,0.333333333,0,,
7_m_Lo,diff,5,2,0,20,0,16,36,0,1,,0.555555556,0,,
94_m_Va,diff,3,4,0,175,1,21,197,0,0.994318182,0,0.888324873,0,,
94_m_Va,diff,4,3,0,154,0,43,197,0,1,,0.781725888,0,,
7_m_St,anat,4,3,0,13,0,6,19,0,1,,0.684210526,0,,
7_m_Lo,anat,5,1,0,82,0,28,110,0,1,,0.745454545,0,,
7_m_Lo,anat,5,2,0,98,0,12,110,0,1,,0.890909091,0,,
7_m_St,anat,5,3,0,13,0,6,19,0,1,,0.684210526,0,,
7_r_Se,anat,3,3,0,119,1,5,125,0,0.991666667,0,0.952,0,,
7_m_Mi,anat,2,4,0,72,3,1,76,0,0.96,0,0.947368421,0,,
7_r_Se,anat,4,3,0,119,1,5,125,0,0.991666667,0,0.952,0,,
7_m_Mi,anat,3,4,0,72,3,1,76,0,0.96,0,0.947368421,0,,
7_m_Mi,anat,4,1,0,64,2,10,76,0,0.96969697,0,0.842105263,0,,
7_m_Mi,anat,4,2,0,64,2,10,76,0,0.96969697,0,0.842105263,0,,
7_r_Se,anat,5,3,0,120,0,5,125,0,1,,0.96,0,,
7_m_Mi,anat,4,4,0,73,2,1,76,0,0.973333333,0,0.960526316,0,,
7_m_Mi,anat,5,1,0,64,2,10,76,0,0.96969697,0,0.842105263,0,,
7_m_Mi,anat,5,2,0,64,2,10,76,0,0.96969697,0,0.842105263,0,,
94c_m_As,anat,1,3,0,12,3,1,16,0,0.8,0,0.75,0,,
7_m_Mi,anat,5,4,0,73,2,1,76,0,0.973333333,0,0.960526316,0,,
7_m_Se,anat,1,2,0,82,10,8,100,0,0.891304348,0,0.82,0,,
94c_m_As,anat,2,3,0,13,2,1,16,0,0.866666667,0,0.8125,0,,
7_m_Se,anat,2,2,0,88,4,8,100,0,0.956521739,0,0.88,0,,
94c_m_As,anat,3,3,0,15,0,1,16,0,1,,0.9375,0,,
7_m_Se,anat,3,2,0,89,3,8,100,0,0.967391304,0,0.89,0,,
94c_m_As,anat,4,3,0,15,0,1,16,0,1,,0.9375,0,,
7_m_Se,anat,4,1,0,72,0,28,100,0,1,,0.72,0,,
7_m_Se,anat,4,2,0,92,0,8,100,0,1,,0.92,0,,
7_m_Se,anat,5,1,0,72,0,28,100,0,1,,0.72,0,,
7_m_Mi,diff,1,1,0,29,5,4,38,0,0.852941176,0,0.763157895,0,,
94_m_Va,diff,4,4,0,176,0,21,197,0,1,,0.893401015,0,,
94_m_Va,diff,5,3,0,154,0,43,197,0,1,,0.781725888,0,,
94_m_Va,diff,5,4,0,176,0,21,197,0,1,,0.893401015,0,,
7_m_Mi,diff,2,1,0,33,1,4,38,0,0.970588235,0,0.868421053,0,,
94_r_We,diff,2,3,0,29,2,1,32,0,0.935483871,0,0.90625,0,,
94_r_We,diff,3,3,0,30,1,1,32,0,0.967741935,0,0.9375,0,,
94_r_We,diff,4,3,0,31,0,1,32,0,1,,0.96875,0,,
7_m_Mi,diff,3,1,0,33,1,4,38,0,0.970588235,0,0.868421053,0,,
94_r_We,diff,5,3,0,31,0,1,32,0,1,,0.96875,0,,
7_m_Mi,diff,4,1,0,34,0,4,38,0,1,,0.894736842,0,,
7_m_Mi,diff,5,1,0,34,0,4,38,0,1,,0.894736842,0,,
7_m_Se,anat,5,2,0,92,0,8,100,0,1,,0.92,0,,
7_m_St,anat,2,2,0,10,1,8,19,0,0.909090909,0,0.526315789,0,,
94c_m_As,anat,5,3,0,15,0,1,16,0,1,,0.9375,0,,
7_m_St,anat,2,4,0,15,1,3,19,0,0.9375,0,0.789473684,0,,
7_m_St,anat,3,2,0,10,1,8,19,0,0.909090909,0,0.526315789,0,,
94_m_Va,anat,1,3,0,53,8,1,62,0,0.868852459,0,0.85483871,0,,
7_m_St,anat,3,4,0,15,1,3,19,0,0.9375,0,0.789473684,0,,
7_m_St,anat,4,1,0,7,0,12,19,0,1,,0.368421053,0,,
7_m_St,anat,4,2,0,11,0,8,19,0,1,,0.578947368,0,,
94_m_Va,anat,2,3,0,58,3,1,62,0,0.950819672,0,0.935483871,0,,
7_m_St,anat,4,4,0,16,0,3,19,0,1,,0.842105263,0,,
7_m_St,anat,5,1,0,7,0,12,19,0,1,,0.368421053,0,,
7_m_St,anat,5,2,0,11,0,8,19,0,1,,0.578947368,0,,
94_m_Va,anat,3,3,0,59,2,1,62,0,0.967213115,0,0.951612903,0,,
7_m_St,anat,5,4,0,16,0,3,19,0,1,,0.842105263,0,,
94_m_Va,anat,4,3,0,61,0,1,62,0,1,,0.983870968,0,,
7_rab_Mu,anat,2,2,0,19,1,4,24,0,0.95,0,0.791666667,0,,
94_m_Va,anat,5,3,0,61,0,1,62,0,1,,0.983870968,0,,
7_rab_Mu,anat,3,2,0,19,1,4,24,0,0.95,0,0.791666667,0,,
7_m_Se,diff,2,2,0,68,4,28,100,0,0.944444444,0,0.68,0,,
7_m_Se,diff,3,2,0,71,1,28,100,0,0.986111111,0,0.71,0,,
7_m_Se,diff,4,1,0,20,0,80,100,0,1,,0.2,0,,
7_m_Se,diff,4,2,0,72,0,28,100,0,1,,0.72,0,,
7_m_Se,diff,5,1,0,20,0,80,100,0,1,,0.2,0,,
7_m_Se,diff,5,2,0,72,0,28,100,0,1,,0.72,0,,
94_m_We,func,4,5,0,144,4,23,171,0,0.972972973,0,0.842105263,0,,
7_rab_Mu,anat,4,1,0,15,0,9,24,0,1,,0.625,0,,
7_rab_Mu,anat,4,2,0,20,0,4,24,0,1,,0.833333333,0,,
7_rab_Mu,anat,5,1,0,15,0,9,24,0,1,,0.625,0,,
7_rab_Mu,anat,5,2,0,20,0,4,24,0,1,,0.833333333,0,,
7_r_Se,anat,3,1,0,102,1,22,125,0,0.990291262,0,0.816,0,,
7_r_Se,anat,3,2,0,116,1,8,125,0,0.991452991,0,0.928,0,,
94_m_We,func,5,4,0,148,0,23,171,0,1,,0.865497076,0,,
7_r_Se,anat,3,4,0,122,1,2,125,0,0.991869919,0,0.976,0,,
7_r_Se,anat,4,1,0,102,1,22,125,0,0.990291262,0,0.816,0,,
7_r_Se,anat,4,2,0,116,1,8,125,0,0.991452991,0,0.928,0,,
94_m_We,func,5,5,0,148,0,23,171,0,1,,0.865497076,0,,
7_r_Se,anat,4,4,0,122,1,2,125,0,0.991869919,0,0.976,0,,
7_r_Se,anat,5,1,0,103,0,22,125,0,1,,0.824,0,,
7_r_Se,anat,5,2,0,117,0,8,125,0,1,,0.936,0,,
94_r_Fr,anat,1,3,0,636,82,3,721,0,0.885793872,0,0.882108183,0,,
7_r_Se,anat,5,4,0,123,0,2,125,0,1,,0.984,0,,
7_r_So,anat,1,1,0,17,4,4,25,0,0.80952381,0,0.68,0,,
7_r_So,anat,1,2,0,20,4,1,25,0,0.833333333,0,0.8,0,,
94_r_Fr,anat,2,3,0,691,27,3,721,0,0.962395543,0,0.958391123,0,,
7_r_So,anat,2,1,0,19,2,4,25,0,0.904761905,0,0.76,0,,
7_r_So,anat,2,2,0,22,2,1,25,0,0.916666667,0,0.88,0,,
94_r_Fr,anat,3,3,0,702,16,3,721,0,0.977715877,0,0.973647712,0,,
7_r_So,anat,3,1,0,21,0,4,25,0,1,,0.84,0,,
